HSMV_Report_Number,Agency_Report_Number,Reporting_Agency,Form_Type,Crash_Date,Crash_Time,City,County,Crash_Street,Intersecting_Street,Offset_Distance,Offset_Direction,Crash_Type,Vehicles,Non_Motorists,Fatalities,Injuries,Alcohol_Related,Distraction_Related,Drug_Related,Estimated_Damages,Weather_Condition,Light_Condition,Street_Number,Crash_Type_Detailed,Crash_Type_Dir,Crash_Severity,Within_City_Limits,Manner_of_Collision,First_Harmful_Event,First_HE_Location,First_HE_Relation_to_Jct,First_HE_Within_Interchange,Type_of_Intersection,Road_Sys_Identifier,Type_of_Shoulder,Road_Surf_Cond,Contrib_Circum_Road1,Contrib_Circum_Road2,Contrib_Circum_Road3,Contrib_Circum_Env1,Contrib_Circum_Env2,Contrib_Circum_Env3,School_Bus_Related,Work_Zone_Related,Type_of_Work_Zone,Loc_in_Work_Zone,Workers_in_Work_Zone,Law_Enforcement_in_Work_Zone,Mopeds,Motorcycles,Passengers,Bicyclists,Pedestrians,Fatalities_Unrestrained,Injuries_Unrestrained,Possible_Injuries,Non_Incapacitating_Injuries,Incapacitating_Injuries,Fatalities_30_Days,Non_Traffic_Fatalities,Transported_by_EMS,Transported_by_Law_Enforcement,Transported_by_Other,Citations,Property_Dmg_Amt,Vehicle_Dmg_Amt,S4_Mapping,S4_Decimal_Degree_Longitude,S4_Decimal_Degree_Latitude,S4_Albers_X,S4_Albers_Y,S4_Mapping_Date,FID,ROADWAY,COLOR_CODE,DISTRICT,COUNTYDOT,COUNTY_2,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Len
"88273694",FHPK20OFF010384,FHP,Short,02:28:20,08:25 AM,Orlando,Orange,STATE ROAD 528 EB EXIT RAMP,CONSULATE DRIVE,"0",,Rear End,"2","0","0","0",N,N,N,"$20,000",Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Intersection,N,T-Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","20000","Mapped, On Network",-81.4109960343697,28.4319342472765,653092.484440781,494421.73028338,3/30/2020 4:44:46 PM,,,,,,,,10.000000000000000,14.000000000000000,,
"88202560",FHPK20OFF006572,FHP,Short,02:08:20,01:11 AM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),STATE ROAD 423 (JOHNYOUNG PARKWAY),"300",East,Off Road,"1","0","0","0",N,N,N,$500,Clear,Dark - Lighted,,Off Road,E,Property Damage Only,N,Other,Guardrail Face,Shoulder,Entrance/Exit Ramp,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","500","Mapped, On Network",-81.4217639873996,28.4223943918613,652062.148052462,493340.443770535,2/27/2020 12:36:29 PM,,,,,,,,10.000000000000000,14.000000000000000,,
"88179946",FHPK20OFF015053,FHP,Long,03:31:20,03:45 AM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),JOHN YOUNG PARKWAY,"2640",West,Rollover,"1","0","0","1",N,N,N,"$2,500",Clear,Dark - Lighted,,Rollover,E,Injury,N,Unknown,Overturn/Rollover,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","1","0","0","0",$2,$0,"0","0","0","2500","Mapped, On Network",-81.4222557313538,28.4220646404859,652014.845000499,493302.825646136,7/2/2020 4:35:42 PM,,,,,,,,10.000000000000000,14.000000000000000,,
"88168119",FHPK20OFF007036,FHP,Long,02:10:20,06:49 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),MM4,"0",,Rear End,"2","0","0","0",N,N,N,"$3,500",Cloudy,Dusk,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","3500","Mapped, On Network",-81.4129907512126,28.4311946501847,652899.239148392,494335.518838499,2/27/2020 1:26:44 PM,,,,,,,,10.000000000000000,14.000000000000000,,
"88200514",FHPK20OFF007387,FHP,Long,02:12:20,06:35 PM,Unincorporated,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),INTERSTATE 4 (STATE ROAD 400),"1000",North,Rear End,"2","0","0","0",N,Y,N,"$8,000",Clear,Dark - Lighted,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,Y,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","8000","Mapped, On Network",-81.4683585192917,28.4211159801553,647510.377760342,493104.116099194,2/19/2020 11:04:12 AM,,,,,,,,5.000000000000000,10.000000000000000,,
"88179948",FHPK20OFF016957,FHP,Short,04:19:20,07:00 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),INTERNATIONAL DRIVE,"2640",South,Sideswipe,"2","0","0","0",N,N,N,"$1,000",Clear,Daylight,,Same Direction Sideswipe,E,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","3","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1000","Mapped, On Network",-81.4582868953938,28.4211400748226,648494.853447637,493127.04685032,7/19/2020 11:09:57 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88200636",FHPK20OFF015546,FHP,Long,04:05:20,03:15 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),MM1,"0",,Off Road,"1","0","0","0",N,N,N,"$6,000",Rain,Daylight,,Off Road,E,Property Damage Only,N,Other,Concrete Traffic Barrier,Median,Non-Junction,Y,Not at Intersection,Turnpike/Toll,Paved,Wet,Road Surface Condition,,,Weather Conditions,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","6000","Mapped, On Network",-81.4604964620966,28.4208761899078,648279.465478284,493093.296268655,4/15/2020 1:53:09 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88178731",FHPK20OFF007726,FHP,Short,02:14:20,03:51 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXP),MILE MARKER 1,"0",,Rear End,"2","0","0","0",N,Y,N,"$1,500",Clear,Daylight,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1500","Mapped, On Network",-81.4586932980352,28.4210587096593,648455.312642534,493117.19374086,3/5/2020 6:43:00 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88178732",FHP20KOFF007746,FHP,Short,02:14:20,04:14 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXP),MILE MARKER 3,"0",,Other,"1","0","0","0",N,N,N,"$1,000",Clear,Daylight,,Single Vehicle,W,Property Damage Only,N,Other,Other Non-Fixed Object,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,Obstruction in Roadway,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","1000","Mapped, On Network",-81.4266566572885,28.4212103168111,651586.627915469,493198.981626119,3/5/2020 5:59:13 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88315341",FHPK20OFF012776,FHP,Short,03:12:20,05:39 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXP),MILE MARKER 3,"0",,Rear End,"2","0","0","0",N,Y,N,"$4,000",Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","4000","Mapped, On Network",-81.4289920654373,28.4210628662776,651358.677853155,493177.847282134,3/30/2020 4:50:35 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88204639",FHPK20OFF012777,FHP,Long,03:12:20,06:01 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),STATE ROAD 423 (JOHN YOUNG PARKWAY),"0",,Rear End,"3","0","0","1",N,N,N,"$47,000",Clear,Daylight,,Rear End,E,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","5","0","0","0","0","1","0","0","0","0",$1,$0,"0","1","0","47000","Mapped, On Network",-81.4253008485392,28.4211241636398,651719.361013148,493192.182687769,3/25/2020 1:11:33 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88202562",FHPK20OFF007232,FHP,Long,02:11:20,09:49 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),INTERNATIONAL DRIVE,"100",East,Rear End,"2","0","0","0",N,N,N,"$4,250",Cloudy,Dark - Lighted,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","4250","Mapped, On Network",-81.4592416622127,28.4211044013833,648401.603898818,493121.162300579,2/26/2020 4:18:16 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88188389",FHPK20OFF008302,FHP,Long,02:17:20,01:00 AM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),JOHN YOUNG PARKWAY,"200",East,Off Road,"1","0","0","0",N,N,N,"$3,300",Clear,Dusk,,Off Road,W,Property Damage Only,N,Other,Utility Pole/Light Support,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","300","3000","Mapped, On Network",-81.4275611929243,28.42111870539,651498.419736965,493186.964673428,2/19/2020 11:46:33 AM,,,,,,,,5.000000000000000,10.000000000000000,,
"88200520",FHPK20OFF016734,FHP,Long,04:17:20,05:50 PM,Unincorporated,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),INTERSTATE 4 (STATE ROAD 400),"500",East,Off Road,"1","0","0","1",N,Y,N,"$8,000",Cloudy,Daylight,,Off Road,W,Injury,N,Other,Bridge Rail,Shoulder,Entrance/Exit Ramp,Y,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$0,$0,"0","1","2000","6000","Mapped, On Network",-81.467219789354,28.4210422666435,647621.860171216,493098.217567205,4/27/2020 1:15:42 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88254961",FHPK20OFF014230,FHP,Long,03:22:20,09:25 PM,Orlando,Orange,STATE ROAD 528,MILE POST 2,"1320",East,Sideswipe,"2","0","0","1",N,Y,N,"$11,000",Clear,Dark - Lighted,,Same Direction Sideswipe,W,Injury,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","2","0","11000","Mapped, On Network",-81.4312339342582,28.4212958450819,651138.990762287,493199.147770293,3/31/2020 12:36:38 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88179946",FHPK20OFF015053,FHP,Long,03:31:20,03:45 AM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),JOHN YOUNG PARKWAY,"2640",West,Rollover,"1","0","0","1",N,N,N,"$2,500",Clear,Dark - Lighted,,Rollover,E,Injury,N,Unknown,Overturn/Rollover,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","1","0","0","0",$2,$0,"0","0","0","2500","Mapped, On Network",-81.4222557313538,28.4220646404859,652014.845000499,493302.825646136,7/2/2020 4:35:42 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88315335",FHPK20OFF010300,FHP,Long,02:27:20,06:41 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXP),MILE MARKER 3,"0",,Other,"5","0","0","2",N,Y,N,"$28,000",Clear,Daylight,,Other,E,Injury,N,Other,Other Non-Collision,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","2","0","0",$1,$0,"0","0","0","28000","Mapped, On Network",-81.4295886366495,28.4210105259285,651300.482722701,493170.819920231,3/30/2020 4:51:18 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88168117",FHPK20OFF005805,FHP,Long,02:03:20,05:00 PM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),MM1,"0",,Rear End,"3","0","0","1",N,N,N,"$17,500",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","1","1500","16000","Mapped, On Network",-81.458459110453,28.4209121609392,648478.540573109,493101.393859416,2/17/2020 11:57:59 AM,,,,,,,,5.000000000000000,10.000000000000000,,
"88208508",FHPK20OFF005581,FHP,Long,02:02:20,11:08 AM,Orlando,Orange,STATE ROAD 528,INTERNATIONAL DRIVE,"500",West,Sideswipe,"2","0","0","0",N,N,N,"$1,000",Clear,Daylight,,Same Direction Sideswipe,E,Property Damage Only,N,Other,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1000","Mapped, On Network",-81.4589763682768,28.420976929525,648427.828836098,493107.543143542,2/13/2020 12:16:02 PM,,,,,,,,5.000000000000000,10.000000000000000,,
"88263975",FHPD20OFF012859,FHP,Long,02:13:20,05:39 PM,Orlando Expwy Auth,Orange,SR-417 (MM5.5),SR-535,"40",South,Rear End,"2","0","0","2",N,Y,N,"$6,600",Clear,Daylight,,Rear End,N,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","1","0","0","0",$0,$0,"0","2","0","6600","Mapped, On Network",-81.4919207943353,28.3509281500592,645365.616971293,485263.824662507,2/27/2020 1:09:02 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88243584",FHPD20OFF013193,FHP,Long,02:14:20,05:05 PM,Orlando Expwy Auth,Orange,STATE ROAD 417 NORTHBOUND,MILE MARKER 7,"0",,Rear End,"2","0","0","0",N,Y,N,"$6,500",Clear,Dark - Lighted,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","6500","Mapped, On Network",-81.4621125123739,28.3547135800285,648272.703157078,485743.797039105,2/27/2020 1:11:09 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88295542",FHPD20OFF011332,FHP,Long,02:08:20,03:10 PM,Unincorporated,Orange,STATE ROAD 417 CENTRAL FLORIDA GREENEWAY,MM 8,"5",South,Off Road,"1","0","0","0",N,Y,N,"$5,500",Clear,Daylight,,Off Road,S,Property Damage Only,N,Other,Guardrail Face,On Roadway,Non-Junction,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","2000","3500","Mapped, On Network",-81.4424007949047,28.3597794280615,650189.088767325,486346.113247173,2/21/2020 9:43:19 AM,,,,,,,,4.000000000000000,6.000000000000000,,
"88243581",FHPD20OFF009278,FHP,Long,02:01:20,05:39 PM,Orlando Expwy Auth,Orange,STATE ROAD 417 NORTHBOUND,MILE  MARKER 6,"0",,Off Road,"1","0","0","1",N,Y,N,"$5,700",Cloudy,Dark - Lighted,,Off Road,N,Injury,N,Other,Traffic Sign Support,Off Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","0","700","5000","Mapped, On Network",-81.4741990247832,28.355843057121,647087.918371664,485844.930649383,2/13/2020 3:05:55 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88289247",FHPD20OFF012604,FHP,Short,02:12:20,05:02 PM,Unincorporated,Orange,STATE ROAD 417 MM06,INTERNATIONAL DRIVE,"3000",East,Angle,"2","0","0","0",N,Y,N,$700,Clear,Dusk,,Right Angle,NE,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","700","Mapped, On Network",-81.4720355642504,28.3547283410169,647302.068169224,485725.496674918,3/26/2020 3:02:49 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88315617",FHPD20OFF028438,FHP,Long,04:18:20,05:14 PM,Orlando Expwy Auth,Orange,STATE ROAD 417 NORTHBOUND,MILE MARKER 5,"0",,Off Road,"1","0","0","1",N,Y,N,"$15,800",Clear,Daylight,,Off Road,N,Injury,N,Other,Guardrail Face,Shoulder,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","3","800","15000","Mapped, On Network",-81.4917857882103,28.3509869348282,645378.690031967,485270.620398087,5/21/2020 11:35:29 AM,,,,,,,,4.000000000000000,6.000000000000000,,
"88303097",FHPD20OFF027815,FHP,Long,04:14:20,05:58 PM,Orlando Expwy Auth,Orange,STATE ROAD 417,STATE ROAD 535,"200",South,Other,"1","0","0","0",N,N,N,"$2,600",Clear,Daylight,,Single Vehicle,S,Property Damage Only,N,Other,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","600","2000","Mapped, On Network",-81.4922854915097,28.3509083096871,645329.988337569,485260.896103948,5/21/2020 12:06:41 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88303094",FHPD20OFF027211,FHP,Long,04:10:20,03:38 PM,Orlando Expwy Auth,Orange,STATE ROAD 417,STATE ROAD 535,"1320",North,Sideswipe,"2","0","0","0",N,N,N,"$5,000",Clear,Daylight,,Same Direction Sideswipe,S,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","5000","Mapped, On Network",-81.4894738835877,28.3532415570255,645599.735217895,485525.562167747,4/15/2020 1:12:04 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"85579119",FHPD20OFF010244,FHP,Long,02:05:20,09:15 AM,Unincorporated,Orange,SR 417 SOUTH BOUND,OSCEOLA PARKWAY EXIT RAMP,"1320",North,Sideswipe,"2","0","0","0",N,N,N,"$1,200",Clear,Daylight,,Same Direction Sideswipe,S,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","1200","Mapped, On Network",-81.4743280900236,28.3555729724761,647075.908552647,485814.683596654,2/13/2020 3:29:50 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88299633",FHPD20OFF019286,FHP,Short,03:04:20,05:44 PM,Orlando Expwy Auth,Orange,STATE RD 417,STATE RD 535,"7920",North,Rear End,"2","0","0","0",N,N,N,"$4,500",Clear,Dusk,,Rear End,N,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","4500","Mapped, On Network",-81.4671883294772,28.3537913514886,647778.3270261,485631.189800453,3/26/2020 2:19:58 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88278749",FHPD20OFF012885,FHP,Long,02:13:20,05:50 PM,Unincorporated,Orange,STATE ROAD 417,INTERNATIONAL DRIVE,"2640",North,Off Road,"1","0","0","1",N,N,N,"$7,000",Clear,Dark - Lighted,,Off Road,N,Injury,N,Other,Fence,Off Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","0","1000","6000","Mapped, On Network",-81.4748067931615,28.3560198827937,647028.069289598,485863.346574869,2/26/2020 4:17:48 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88263995",FHPD20OFF020172,FHP,Long,03:07:20,10:25 AM,Orlando Expwy Auth,Orange,SR-417,CR-423   (JOHN YOUNG PKWY),"2640",South,Off Road,"1","0","0","2",N,N,N,"$6,600",Clear,Daylight,,Off Road,S,Injury,N,Other,Guardrail Face,Shoulder,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","2","0","0","0","0",$0,$0,"0","1","600","6000","Mapped, On Network",-81.4319292246921,28.3677798049295,651194.787424889,487255.705739802,3/26/2020 12:32:10 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88279473",FHPD20OFF017587,FHP,Long,02:28:20,12:00 PM,Orlando Expwy Auth,Orange,SR 417,OSCEOLA PKWY,"300",South,Other,"2","0","0","0",N,N,N,"$2,500",Clear,Daylight,,Other,N,Property Damage Only,N,Other,"Struck by Falling, Shifting Cargo",On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2500","Mapped, On Network",-81.5041713275373,28.347851447105,644174.225402015,484897.889741883,3/26/2020 12:20:21 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88258807",FHPD20OFF016074,FHP,Short,02:23:20,08:20 PM,Kissimmee,Osceola,STATE ROAD 417,COUNTY ROAD 522 (OSCEOLA PARKWAY),"252",North,Rear End,"2","0","0","0",N,N,N,"$1,800",Clear,Dark - Lighted,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1800","Mapped, On Network",-81.5134107448787,28.3456833863584,643275.283768851,484638.899683433,3/17/2020 3:35:44 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88299648",FHPD20OFF027763,FHP,Long,04:14:20,01:12 PM,Orlando Expwy Auth,Orange,STATE RD 417,STATE RD 423,"2640",South,Other,"1","0","0","0",N,N,N,"$2,000",Cloudy,Daylight,,Single Vehicle,N,Property Damage Only,N,Other,Other Non-Fixed Object,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,Debris,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2000","Mapped, On Network",-81.4319425408378,28.3673003217989,651194.593962656,487202.440306181,5/21/2020 12:04:19 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88301278",FHPD20OFF013630,FHP,Long,02:15:20,10:45 PM,Orlando,Orange,STATE ROAD 535 - APOPKA VINELAND RD,LBV FACTORY STORES DRIVE,"1056",North,Rear End,"3","0","0","2",N,N,N,"$9,000",Cloudy,Dark - Not Lighted,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","2","0","0","0",$2,$0,"0","1","0","9000","Mapped, On Network",-81.4917958206954,28.351505665327,645376.537017087,485328.197078412,3/4/2020 3:29:08 PM,,,,,,,,4.000000000000000,6.000000000000000,,
"88303096",FHPD20OFF027780,FHP,Long,04:14:20,02:56 PM,Orlando Expwy Auth,Orange,STATE ROAD 417,BALCOMBE RD,"300",South,Sideswipe,"2","0","0","0",N,N,N,"$8,200",Clear,Daylight,,Same Direction Sideswipe,N,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","2200","6000","Mapped, On Network",-81.3978641150519,28.3701582386927,654520.787384955,487589.639827264,5/21/2020 12:06:28 PM,,,,,,,,9.000000000000000,15.000000000000000,,
"88303092",FHPD20OFF026201,FHP,Long,04:03:20,08:31 PM,Orlando Expwy Auth,Orange,STATE ROAD 417,US 441,"1320",South,Rear End,"2","0","0","1",N,N,N,"$5,500",Clear,Dark - Lighted,,Rear End,N,Injury,N,Angle,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","0","1000","4500","Mapped, On Network",-81.4007128222403,28.3713231216062,654239.463503947,487713.102722654,4/7/2020 1:50:39 PM,,,,,,,,9.000000000000000,15.000000000000000,,
"88243583",FHPD20OFF009502,FHP,Long,02:02:20,04:47 PM,Orlando Expwy Auth,Orange,STATE ROAD 417 NORTHBOUND,MILE MARKER 11,"0",,Rollover,"1","0","0","1",N,N,N,"$15,000",Clear,Daylight,,Rollover,N,Injury,N,Other,Overturn/Rollover,Off Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","0","0","15000","Mapped, On Network",-81.4031310362883,28.3722102857323,654000.895318523,487806.623109154,2/13/2020 3:57:55 PM,,,,,,,,9.000000000000000,15.000000000000000,,
"89391976",20I011968,Osceola Co SO,Short,02:03:20,01:40 PM,Unincorporated,Osceola,CR 522,THACKER AVE N,"17",East,Other,"2","0","0","0",N,N,N,"$1,000",Clear,Daylight,,Other,E,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Four-Way Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","1000","Mapped, On Network",-81.4242347243853,28.3421358229076,652006.795312441,484424.085478082,3/16/2020 2:41:58 PM,,,,,,,,4.000000000000000,7.000000000000000,,
